invoiceno,invoicedate_ts,ordertotal,yearmonth
535414,2010-11-26 11:36:00,169.57,2010-11
498336,2010-02-18 10:35:00,169.55,2010-02
513191,2010-06-22 14:23:00,169.55,2010-06
490001,2009-12-03 11:45:00,169.50,2009-12
492007,2009-12-15 11:26:00,169.50,2009-12
516268,2010-07-19 12:18:00,169.50,2010-07
516886,2010-07-23 14:21:00,169.46,2010-07
501547,2010-03-17 15:20:00,169.45,2010-03
516937,2010-07-25 13:35:00,169.40,2010-07
510292,2010-05-28 11:49:00,169.38,2010-05
531338,2010-11-07 12:47:00,169.38,2010-11
494505,2010-01-14 19:20:00,169.33,2010-01
502463,2010-03-24 14:49:00,169.33,2010-03
509399,2010-05-23 11:19:00,169.32,2010-05
517994,2010-08-03 16:08:00,169.30,2010-08
503059,2010-03-29 16:14:00,169.25,2010-03
515605,2010-07-13 14:50:00,169.25,2010-07
533792,2010-11-18 17:56:00,169.23,2010-11
502436,2010-03-24 13:08:00,169.21,2010-03
527084,2010-10-14 15:33:00,169.20,2010-10
516111,2010-07-16 13:21:00,169.14,2010-07
513278,2010-06-23 13:16:00,169.12,2010-06
518378,2010-08-08 10:54:00,169.12,2010-08
528134,2010-10-20 15:09:00,169.00,2010-10
517671,2010-07-30 15:47:00,168.98,2010-07
513014,2010-06-21 11:37:00,168.97,2010-06
512327,2010-06-15 10:24:00,168.95,2010-06
504123,2010-04-11 10:35:00,168.90,2010-04
497340,2010-02-08 15:11:00,168.80,2010-02
509455,2010-05-24 10:09:00,168.77,2010-05
506380,2010-04-29 12:19:00,168.73,2010-04
512725,2010-06-17 13:09:00,168.73,2010-06
528770,2010-10-25 09:13:00,168.73,2010-10
508221,2010-05-13 15:41:00,168.70,2010-05
522570,2010-09-15 12:08:00,168.69,2010-09
522625,2010-09-15 16:17:00,168.65,2010-09
516172,2010-07-18 13:43:00,168.60,2010-07
521480,2010-09-06 13:14:00,168.60,2010-09
537817,2010-12-08 13:53:00,168.60,2010-12
495939,2010-01-27 15:49:00,168.55,2010-01
506692,2010-05-02 12:12:00,168.55,2010-05
533113,2010-11-16 12:19:00,168.51,2010-11
516344,2010-07-20 09:52:00,168.50,2010-07
535331,2010-11-25 15:55:00,168.50,2010-11
499295,2010-02-25 20:07:00,168.48,2010-02
505067,2010-04-19 16:48:00,168.45,2010-04
530344,2010-11-02 15:39:00,168.45,2010-11
522030,2010-09-10 12:07:00,168.42,2010-09
511297,2010-06-07 15:12:00,168.40,2010-06
508498,2010-05-16 14:54:00,168.34,2010-05
509540,2010-05-24 12:26:00,168.31,2010-05
493990,2010-01-10 12:43:00,168.30,2010-01
517247,2010-07-27 15:02:00,168.30,2010-07
507199,2010-05-06 16:27:00,168.29,2010-05
508390,2010-05-14 14:34:00,168.25,2010-05
529808,2010-10-31 10:53:00,168.24,2010-10
518850,2010-08-12 12:20:00,168.17,2010-08
526758,2010-10-13 10:43:00,168.17,2010-10
523758,2010-09-23 20:01:00,168.15,2010-09
534902,2010-11-24 15:09:00,168.12,2010-11
531453,2010-11-08 13:16:00,168.08,2010-11
528648,2010-10-24 12:39:00,168.07,2010-10
503977,2010-04-08 19:29:00,168.04,2010-04
521886,2010-09-09 11:39:00,168.03,2010-09
489733,2009-12-02 11:20:00,168.00,2009-12
525023,2010-10-03 12:00:00,167.92,2010-10
531836,2010-11-10 08:50:00,167.85,2010-11
534175,2010-11-21 13:36:00,167.85,2010-11
523637,2010-09-23 11:58:00,167.84,2010-09
509424,2010-05-23 13:16:00,167.82,2010-05
527772,2010-10-19 10:23:00,167.80,2010-10
533951,2010-11-19 12:42:00,167.80,2010-11
499758,2010-03-02 12:20:00,167.76,2010-03
522078,2010-09-12 11:29:00,167.76,2010-09
500900,2010-03-11 09:47:00,167.75,2010-03
501147,2010-03-14 13:28:00,167.73,2010-03
534749,2010-11-24 09:51:00,167.66,2010-11
501892,2010-03-21 14:55:00,167.65,2010-03
506680,2010-05-02 10:49:00,167.64,2010-05
534414,2010-11-22 14:49:00,167.64,2010-11
515885,2010-07-15 12:02:00,167.62,2010-07
528422,2010-10-22 09:45:00,167.61,2010-10
509951,2010-05-26 12:46:00,167.60,2010-05
516633,2010-07-22 10:41:00,167.52,2010-07
512558,2010-06-16 14:26:00,167.45,2010-06
517883,2010-08-02 17:19:00,167.45,2010-08
526748,2010-10-13 09:42:00,167.45,2010-10
503162,2010-03-30 13:12:00,167.40,2010-03
508794,2010-05-18 12:42:00,167.40,2010-05
520354,2010-08-25 13:31:00,167.40,2010-08
531833,2010-11-09 18:30:00,167.40,2010-11
505718,2010-04-25 13:26:00,167.35,2010-04
519115,2010-08-13 11:59:00,167.28,2010-08
493715,2010-01-05 16:38:00,167.27,2010-01
503863,2010-04-08 11:11:00,167.25,2010-04
505721,2010-04-25 13:40:00,167.25,2010-04
537217,2010-12-05 15:40:00,167.20,2010-12
520706,2010-08-29 12:31:00,167.16,2010-08
504633,2010-04-15 13:07:00,167.15,2010-04
508336,2010-05-14 12:06:00,167.15,2010-05
522511,2010-09-15 11:33:00,167.15,2010-09
526842,2010-10-13 12:02:00,167.14,2010-10
523650,2010-09-23 13:03:00,167.13,2010-09
495058,2010-01-20 15:30:00,167.10,2010-01
506950,2010-05-05 11:27:00,167.10,2010-05
537871,2010-12-08 17:20:00,167.09,2010-12
505676,2010-04-23 15:13:00,167.00,2010-04
490531,2009-12-06 16:02:00,166.95,2009-12
497254,2010-02-08 12:32:00,166.90,2010-02
507039,2010-05-05 16:22:00,166.89,2010-05
513752,2010-06-28 12:47:00,166.88,2010-06
500615,2010-03-09 10:45:00,166.86,2010-03
503732,2010-04-07 10:35:00,166.84,2010-04
519030,2010-08-13 10:37:00,166.78,2010-08
537605,2010-12-07 13:13:00,166.74,2010-12
520327,2010-08-25 12:20:00,166.73,2010-08
510518,2010-06-01 13:33:00,166.63,2010-06
534438,2010-11-22 15:08:00,166.62,2010-11
513970,2010-06-29 16:10:00,166.60,2010-06
532104,2010-11-10 16:24:00,166.60,2010-11
532803,2010-11-14 14:57:00,166.60,2010-11
512942,2010-06-20 14:29:00,166.55,2010-06
507434,2010-05-09 16:11:00,166.53,2010-05
536008,2010-11-29 15:06:00,166.53,2010-11
534885,2010-11-24 14:48:00,166.51,2010-11
500577,2010-03-08 17:27:00,166.48,2010-03
513664,2010-06-28 10:52:00,166.35,2010-06
518500,2010-08-09 12:51:00,166.32,2010-08
496486,2010-02-01 17:05:00,166.31,2010-02
505708,2010-04-25 12:15:00,166.28,2010-04
506389,2010-04-29 12:55:00,166.27,2010-04
508797,2010-05-18 12:45:00,166.24,2010-05
503815,2010-04-07 14:36:00,166.23,2010-04
525886,2010-10-07 14:48:00,166.23,2010-10
516191,2010-07-19 09:25:00,166.20,2010-07
528683,2010-10-24 12:54:00,166.20,2010-10
534237,2010-11-22 10:38:00,166.20,2010-11
537392,2010-12-06 13:58:00,166.15,2010-12
498357,2010-02-18 13:15:00,166.13,2010-02
525230,2010-10-04 14:09:00,166.10,2010-10
529816,2010-10-31 11:15:00,166.10,2010-10
522590,2010-09-15 12:48:00,166.08,2010-09
504318,2010-04-12 14:48:00,166.05,2010-04
517033,2010-07-26 11:39:00,166.05,2010-07
532971,2010-11-15 13:06:00,166.05,2010-11
519912,2010-08-22 13:54:00,166.00,2010-08
537423,2010-12-06 15:34:00,166.00,2010-12
537622,2010-12-07 14:30:00,165.94,2010-12
534797,2010-11-24 11:51:00,165.91,2010-11
536488,2010-12-01 12:31:00,165.89,2010-12
537205,2010-12-05 14:52:00,165.86,2010-12
507208,2010-05-06 16:57:00,165.85,2010-05
494142,2010-01-11 13:51:00,165.80,2010-01
500834,2010-03-10 11:46:00,165.78,2010-03
511850,2010-06-10 19:07:00,165.74,2010-06
497988,2010-02-15 14:15:00,165.72,2010-02
527992,2010-10-20 11:06:00,165.72,2010-10
510644,2010-06-02 12:36:00,165.65,2010-06
510644,2010-06-02 12:37:00,165.65,2010-06
523196,2010-09-21 08:49:00,165.65,2010-09
538067,2010-12-09 13:59:00,165.65,2010-12
501443,2010-03-16 14:01:00,165.63,2010-03
493824,2010-01-07 12:57:00,165.60,2010-01
506949,2010-05-05 11:25:00,165.60,2010-05
515957,2010-07-15 20:05:00,165.60,2010-07
525584,2010-10-06 11:30:00,165.60,2010-10
533449,2010-11-17 11:45:00,165.57,2010-11
513422,2010-06-24 12:49:00,165.55,2010-06
516730,2010-07-22 13:39:00,165.53,2010-07
491196,2009-12-10 12:58:00,165.50,2009-12
510088,2010-05-27 11:27:00,165.48,2010-05
519394,2010-08-16 15:31:00,165.48,2010-08
526402,2010-10-11 13:48:00,165.46,2010-10
530941,2010-11-04 17:44:00,165.45,2010-11
503692,2010-04-06 12:43:00,165.38,2010-04
510866,2010-06-04 09:52:00,165.35,2010-06
509051,2010-05-20 11:04:00,165.33,2010-05
490062,2009-12-03 13:46:00,165.30,2009-12
511432,2010-06-08 11:48:00,165.30,2010-06
519688,2010-08-19 13:06:00,165.30,2010-08
533794,2010-11-18 18:16:00,165.28,2010-11
499958,2010-03-03 12:45:00,165.20,2010-03
531492,2010-11-08 15:12:00,165.20,2010-11
509579,2010-05-24 14:23:00,165.06,2010-05
536536,2010-12-01 13:45:00,165.05,2010-12
519181,2010-08-13 14:47:00,165.02,2010-08
491200,2009-12-10 13:12:00,165.00,2009-12
493540,2010-01-04 15:41:00,165.00,2010-01
501178,2010-03-15 11:17:00,165.00,2010-03
520711,2010-08-29 13:35:00,165.00,2010-08
521682,2010-09-07 15:30:00,165.00,2010-09
524549,2010-09-29 14:05:00,165.00,2010-09
524929,2010-10-01 11:40:00,165.00,2010-10
525255,2010-10-04 15:11:00,165.00,2010-10
526812,2010-10-13 11:42:00,165.00,2010-10
534242,2010-11-22 10:46:00,165.00,2010-11
534409,2010-11-22 14:33:00,164.96,2010-11
496927,2010-02-04 16:18:00,164.95,2010-02
506556,2010-04-30 11:28:00,164.95,2010-04
504149,2010-04-11 13:37:00,164.92,2010-04
532667,2010-11-14 11:41:00,164.87,2010-11
498617,2010-02-22 10:15:00,164.85,2010-02
496881,2010-02-04 13:53:00,164.83,2010-02
514966,2010-07-07 12:13:00,164.82,2010-07
536832,2010-12-02 17:41:00,164.80,2010-12
505000,2010-04-19 12:28:00,164.78,2010-04
520530,2010-08-26 15:03:00,164.78,2010-08
490681,2009-12-07 13:35:00,164.75,2009-12
498351,2010-02-18 12:34:00,164.70,2010-02
514323,2010-07-01 14:12:00,164.70,2010-07
515021,2010-07-08 09:15:00,164.70,2010-07
537223,2010-12-05 16:10:00,164.70,2010-12
498545,2010-02-19 17:02:00,164.69,2010-02
509417,2010-05-23 12:56:00,164.66,2010-05
513166,2010-06-22 11:48:00,164.60,2010-06
492438,2009-12-17 10:30:00,164.59,2009-12
522428,2010-09-14 13:24:00,164.59,2010-09
524545,2010-09-29 13:55:00,164.57,2010-09
512055,2010-06-13 10:35:00,164.55,2010-06
523646,2010-09-23 12:25:00,164.49,2010-09
491653,2009-12-13 10:50:00,164.48,2009-12
502892,2010-03-29 11:42:00,164.47,2010-03
509373,2010-05-21 14:24:00,164.45,2010-05
522906,2010-09-17 12:54:00,164.45,2010-09
524334,2010-09-28 15:29:00,164.45,2010-09
527468,2010-10-18 11:09:00,164.42,2010-10
522465,2010-09-15 08:43:00,164.40,2010-09
527063,2010-10-14 13:48:00,164.40,2010-10
529169,2010-10-26 18:07:00,164.40,2010-10
533095,2010-11-16 10:42:00,164.39,2010-11
498156,2010-02-17 11:31:00,164.35,2010-02
522248,2010-09-13 12:19:00,164.35,2010-09
494391,2010-01-14 10:13:00,164.34,2010-01
510795,2010-06-03 16:45:00,164.33,2010-06
523755,2010-09-23 19:48:00,164.32,2010-09
491368,2009-12-10 15:56:00,164.31,2009-12
531241,2010-11-07 10:44:00,164.30,2010-11
491807,2009-12-14 13:11:00,164.28,2009-12
533784,2010-11-18 16:52:00,164.28,2010-11
529148,2010-10-26 15:57:00,164.25,2010-10
537669,2010-12-08 08:58:00,164.25,2010-12
535796,2010-11-28 14:41:00,164.20,2010-11
537238,2010-12-06 10:03:00,164.20,2010-12
511555,2010-06-09 10:00:00,164.18,2010-06
532896,2010-11-15 11:34:00,164.18,2010-11
492285,2009-12-16 11:45:00,164.10,2009-12
499761,2010-03-02 12:30:00,164.10,2010-03
498106,2010-02-16 13:53:00,164.09,2010-02
499460,2010-02-28 11:14:00,164.05,2010-02
500301,2010-03-07 10:27:00,164.05,2010-03
534809,2010-11-24 12:40:00,164.05,2010-11
490290,2009-12-04 13:21:00,164.03,2009-12
525007,2010-10-03 10:50:00,164.00,2010-10
515333,2010-07-11 14:07:00,163.92,2010-07
497242,2010-02-08 11:33:00,163.80,2010-02
532113,2010-11-10 16:56:00,163.80,2010-11
493288,2009-12-22 15:13:00,163.78,2009-12
490608,2009-12-07 11:35:00,163.77,2009-12
536602,2010-12-02 08:34:00,163.76,2010-12
507732,2010-05-11 12:06:00,163.75,2010-05
499496,2010-02-28 14:17:00,163.70,2010-02
511134,2010-06-07 11:32:00,163.70,2010-06
529139,2010-10-26 15:09:00,163.65,2010-10
533960,2010-11-19 13:01:00,163.60,2010-11
498421,2010-02-18 16:31:00,163.55,2010-02
537134,2010-12-05 12:34:00,163.49,2010-12
489879,2009-12-02 16:02:00,163.47,2009-12
532101,2010-11-10 16:15:00,163.46,2010-11
534198,2010-11-21 15:10:00,163.45,2010-11
511276,2010-06-07 13:29:00,163.42,2010-06
502105,2010-03-23 10:06:00,163.41,2010-03
504901,2010-04-18 15:34:00,163.41,2010-04
494169,2010-01-12 10:14:00,163.40,2010-01
510139,2010-05-27 12:24:00,163.40,2010-05
533500,2010-11-17 13:49:00,163.30,2010-11
491103,2009-12-09 14:20:00,163.26,2009-12
534630,2010-11-23 12:54:00,163.21,2010-11
493375,2009-12-23 12:07:00,163.20,2009-12
505849,2010-04-26 12:17:00,163.20,2010-04
506841,2010-05-04 14:02:00,163.20,2010-05
512753,2010-06-17 15:24:00,163.20,2010-06
522340,2010-09-14 10:43:00,163.20,2010-09
523651,2010-09-23 13:04:00,163.20,2010-09
528394,2010-10-21 19:01:00,163.20,2010-10
532658,2010-11-14 11:12:00,163.20,2010-11
534759,2010-11-24 10:09:00,163.20,2010-11
538006,2010-12-09 12:13:00,163.20,2010-12
516618,2010-07-21 16:01:00,163.16,2010-07
534432,2010-11-22 15:01:00,163.15,2010-11
505569,2010-04-23 11:14:00,163.10,2010-04
511775,2010-06-10 12:21:00,163.10,2010-06
522283,2010-09-13 13:29:00,163.06,2010-09
528597,2010-10-22 14:49:00,163.02,2010-10
517104,2010-07-26 15:16:00,163.01,2010-07
527153,2010-10-15 11:22:00,162.90,2010-10
532562,2010-11-12 13:05:00,162.85,2010-11
532641,2010-11-12 16:59:00,162.82,2010-11
492641,2009-12-17 16:43:00,162.80,2009-12
511104,2010-06-07 09:37:00,162.80,2010-06
504064,2010-04-09 12:33:00,162.75,2010-04
491026,2009-12-08 19:02:00,162.72,2009-12
503988,2010-04-09 10:19:00,162.72,2010-04
524119,2010-09-27 14:03:00,162.72,2010-09
495386,2010-01-24 14:36:00,162.65,2010-01
521404,2010-09-06 10:24:00,162.60,2010-09
524875,2010-10-01 10:31:00,162.60,2010-10
527691,2010-10-18 15:09:00,162.60,2010-10
528368,2010-10-21 16:30:00,162.53,2010-10
500904,2010-03-11 10:16:00,162.45,2010-03
513419,2010-06-24 12:37:00,162.41,2010-06
519591,2010-08-18 14:32:00,162.41,2010-08
502798,2010-03-26 16:17:00,162.40,2010-03
508043,2010-05-12 12:23:00,162.40,2010-05
491782,2009-12-14 12:48:00,162.25,2009-12
495347,2010-01-24 10:40:00,162.25,2010-01
514951,2010-07-07 11:57:00,162.24,2010-07
498438,2010-02-19 09:26:00,162.18,2010-02
501535,2010-03-17 13:12:00,162.15,2010-03
529190,2010-10-26 18:51:00,162.15,2010-10
501699,2010-03-18 19:29:00,162.14,2010-03
489870,2009-12-02 15:16:00,162.10,2009-12
503516,2010-04-01 12:56:00,162.10,2010-04
523341,2010-09-21 15:39:00,162.09,2010-09
508998,2010-05-19 13:07:00,162.07,2010-05
509001,2010-05-19 13:22:00,162.07,2010-05
513569,2010-06-25 14:36:00,162.05,2010-06
489783,2009-12-02 11:47:00,162.04,2009-12
532426,2010-11-12 10:11:00,162.03,2010-11
499166,2010-02-25 09:21:00,162.00,2010-02
512504,2010-06-16 11:05:00,162.00,2010-06
521111,2010-09-02 10:43:00,162.00,2010-09
524601,2010-09-29 16:46:00,162.00,2010-09
529710,2010-10-29 13:04:00,162.00,2010-10
536357,2010-11-30 17:56:00,162.00,2010-11
531768,2010-11-09 14:06:00,161.97,2010-11
511654,2010-06-09 14:04:00,161.94,2010-06
519384,2010-08-16 14:12:00,161.90,2010-08
498485,2010-02-19 10:49:00,161.82,2010-02
536184,2010-11-30 12:28:00,161.82,2010-11
490530,2009-12-06 16:01:00,161.80,2009-12
518253,2010-08-05 17:57:00,161.73,2010-08
526225,2010-10-10 15:06:00,161.65,2010-10
519015,2010-08-13 09:13:00,161.64,2010-08
492319,2009-12-16 12:17:00,161.60,2009-12
501712,2010-03-19 10:18:00,161.60,2010-03
511932,2010-06-11 11:52:00,161.55,2010-06
518393,2010-08-08 12:31:00,161.51,2010-08
502495,2010-03-25 10:36:00,161.50,2010-03
531444,2010-11-08 12:35:00,161.50,2010-11
523006,2010-09-19 16:22:00,161.49,2010-09
526210,2010-10-10 13:46:00,161.49,2010-10
504216,2010-04-12 12:48:00,161.47,2010-04
490069,2009-12-03 14:07:00,161.40,2009-12
501864,2010-03-21 11:47:00,161.40,2010-03
512303,2010-06-14 15:52:00,161.40,2010-06
525006,2010-10-03 10:49:00,161.40,2010-10
496337,2010-01-31 15:26:00,161.39,2010-01
520861,2010-08-31 13:57:00,161.35,2010-08
532572,2010-11-12 13:49:00,161.35,2010-11
495011,2010-01-20 12:35:00,161.30,2010-01
520170,2010-08-24 13:03:00,161.28,2010-08
535704,2010-11-28 13:05:00,161.25,2010-11
532973,2010-11-15 13:13:00,161.22,2010-11
532057,2010-11-10 14:32:00,161.21,2010-11
522277,2010-09-13 12:51:00,161.20,2010-09
515386,2010-07-12 11:24:00,161.13,2010-07
513940,2010-06-29 13:05:00,161.10,2010-06
522962,2010-09-19 12:39:00,161.00,2010-09
536529,2010-12-01 13:20:00,161.00,2010-12
513116,2010-06-22 09:05:00,160.98,2010-06
506232,2010-04-28 12:31:00,160.96,2010-04
533800,2010-11-18 19:22:00,160.93,2010-11
515313,2010-07-11 10:28:00,160.92,2010-07
524773,2010-09-30 15:50:00,160.90,2010-09
492522,2009-12-17 12:30:00,160.83,2009-12
512751,2010-06-17 15:08:00,160.82,2010-06
499239,2010-02-25 13:23:00,160.81,2010-02
515030,2010-07-08 10:35:00,160.80,2010-07
535245,2010-11-25 12:39:00,160.80,2010-11
535837,2010-11-29 10:02:00,160.80,2010-11
519723,2010-08-19 17:04:00,160.77,2010-08
506261,2010-04-28 14:45:00,160.75,2010-04
516588,2010-07-21 13:38:00,160.75,2010-07
523935,2010-09-26 10:47:00,160.71,2010-09
490137,2009-12-03 19:22:00,160.69,2009-12
527156,2010-10-15 11:25:00,160.65,2010-10
520042,2010-08-23 14:14:00,160.60,2010-08
536598,2010-12-02 07:48:00,160.60,2010-12
491631,2009-12-11 15:06:00,160.55,2009-12
522740,2010-09-16 13:06:00,160.53,2010-09
506702,2010-05-02 13:50:00,160.50,2010-05
522879,2010-09-17 11:54:00,160.50,2010-09
507290,2010-05-07 14:10:00,160.46,2010-05
508905,2010-05-19 09:49:00,160.40,2010-05
522112,2010-09-12 15:36:00,160.40,2010-09
490151,2009-12-04 09:49:00,160.39,2009-12
525898,2010-10-07 15:33:00,160.39,2010-10
490079,2009-12-03 15:15:00,160.35,2009-12
519371,2010-08-16 13:12:00,160.33,2010-08
514807,2010-07-06 11:29:00,160.25,2010-07
527853,2010-10-19 11:32:00,160.25,2010-10
522811,2010-09-16 17:02:00,160.20,2010-09
498581,2010-02-21 14:57:00,160.19,2010-02
504880,2010-04-18 12:57:00,160.15,2010-04
529981,2010-10-31 15:31:00,160.14,2010-10
505860,2010-04-26 13:18:00,160.13,2010-04
506887,2010-05-05 08:44:00,160.10,2010-05
512556,2010-06-16 14:12:00,160.08,2010-06
515816,2010-07-15 09:08:00,160.08,2010-07
510485,2010-06-01 11:38:00,160.07,2010-06
511468,2010-06-08 13:10:00,160.04,2010-06
533471,2010-11-17 12:41:00,160.00,2010-11
489780,2009-12-02 11:43:00,159.98,2009-12
532828,2010-11-15 09:49:00,159.94,2010-11
513313,2010-06-23 15:43:00,159.93,2010-06
498519,2010-02-19 12:50:00,159.90,2010-02
532012,2010-11-10 12:45:00,159.90,2010-11
524857,2010-09-30 19:45:00,159.85,2010-09
499459,2010-02-28 11:13:00,159.78,2010-02
534740,2010-11-24 09:14:00,159.72,2010-11
533838,2010-11-19 10:57:00,159.70,2010-11
498053,2010-02-16 12:02:00,159.68,2010-02
496354,2010-02-01 09:52:00,159.66,2010-02
511709,2010-06-10 10:15:00,159.60,2010-06
514002,2010-06-30 09:24:00,159.60,2010-06
525223,2010-10-04 12:58:00,159.58,2010-10
537523,2010-12-07 11:45:00,159.55,2010-12
523882,2010-09-24 13:46:00,159.54,2010-09
524176,2010-09-27 16:34:00,159.54,2010-09
525464,2010-10-05 14:51:00,159.54,2010-10
537842,2010-12-08 15:12:00,159.51,2010-12
502273,2010-03-23 15:52:00,159.50,2010-03
519584,2010-08-18 13:51:00,159.50,2010-08
514129,2010-06-30 13:13:00,159.47,2010-06
518477,2010-08-09 12:05:00,159.46,2010-08
507375,2010-05-09 11:16:00,159.40,2010-05
510426,2010-05-30 12:39:00,159.40,2010-05
526723,2010-10-12 17:20:00,159.40,2010-10
537892,2010-12-09 10:13:00,159.38,2010-12
499899,2010-03-03 11:57:00,159.30,2010-03
505374,2010-04-21 17:22:00,159.20,2010-04
507428,2010-05-09 15:50:00,159.20,2010-05
498498,2010-02-19 11:07:00,159.17,2010-02
500449,2010-03-08 12:08:00,159.15,2010-03
516257,2010-07-19 11:42:00,159.14,2010-07
530427,2010-11-03 10:28:00,159.13,2010-11
528071,2010-10-20 12:25:00,159.12,2010-10
490368,2009-12-05 10:58:00,159.10,2009-12
495353,2010-01-24 11:21:00,159.10,2010-01
500273,2010-03-05 14:42:00,159.08,2010-03
499975,2010-03-03 14:44:00,159.07,2010-03
535412,2010-11-26 11:28:00,159.05,2010-11
516758,2010-07-22 16:37:00,159.02,2010-07
522290,2010-09-13 14:12:00,159.01,2010-09
490809,2009-12-08 12:27:00,159.00,2009-12
504416,2010-04-13 12:35:00,159.00,2010-04
524266,2010-09-28 11:43:00,159.00,2010-09
532638,2010-11-12 16:24:00,158.96,2010-11
519577,2010-08-18 12:52:00,158.93,2010-08
522904,2010-09-17 12:45:00,158.92,2010-09
494624,2010-01-15 15:40:00,158.90,2010-01
519197,2010-08-15 10:08:00,158.85,2010-08
498734,2010-02-22 15:52:00,158.79,2010-02
519627,2010-08-19 10:07:00,158.78,2010-08
527103,2010-10-14 16:54:00,158.75,2010-10
497593,2010-02-11 09:41:00,158.70,2010-02
533644,2010-11-18 13:00:00,158.69,2010-11
527330,2010-10-15 15:12:00,158.65,2010-10
492795,2009-12-20 10:43:00,158.60,2009-12
507436,2010-05-10 08:44:00,158.60,2010-05
514506,2010-07-04 11:58:00,158.57,2010-07
513822,2010-06-29 10:38:00,158.52,2010-06
535464,2010-11-26 13:16:00,158.50,2010-11
510360,2010-05-28 16:11:00,158.47,2010-05
516931,2010-07-25 12:53:00,158.45,2010-07
525226,2010-10-04 13:13:00,158.42,2010-10
495819,2010-01-27 10:40:00,158.40,2010-01
511305,2010-06-07 15:51:00,158.40,2010-06
527675,2010-10-18 14:48:00,158.40,2010-10
498352,2010-02-18 12:36:00,158.32,2010-02
504121,2010-04-11 10:16:00,158.28,2010-04
520367,2010-08-25 14:34:00,158.28,2010-08
503672,2010-04-06 12:14:00,158.25,2010-04
537694,2010-12-08 10:46:00,158.25,2010-12
508751,2010-05-18 11:49:00,158.23,2010-05
511047,2010-06-06 11:38:00,158.12,2010-06
505588,2010-04-23 12:20:00,158.09,2010-04
536235,2010-11-30 14:21:00,158.06,2010-11
517983,2010-08-03 14:55:00,158.05,2010-08
530529,2010-11-03 12:45:00,158.05,2010-11
521394,2010-09-05 15:32:00,158.02,2010-09
493848,2010-01-07 15:26:00,158.00,2010-01
522325,2010-09-13 15:48:00,157.96,2010-09
489855,2009-12-02 14:34:00,157.91,2009-12
527065,2010-10-14 13:57:00,157.86,2010-10
495078,2010-01-21 09:33:00,157.80,2010-01
519689,2010-08-19 13:06:00,157.80,2010-08
522615,2010-09-15 14:51:00,157.80,2010-09
523875,2010-09-24 13:06:00,157.75,2010-09
500287,2010-03-05 15:21:00,157.74,2010-03
525329,2010-10-05 11:23:00,157.74,2010-10
518753,2010-08-11 12:52:00,157.70,2010-08
532670,2010-11-14 11:46:00,157.63,2010-11
537754,2010-12-08 11:16:00,157.60,2010-12
491813,2009-12-14 13:27:00,157.50,2009-12
530950,2010-11-04 18:13:00,157.50,2010-11
531421,2010-11-08 10:44:00,157.49,2010-11
523959,2010-09-26 12:32:00,157.47,2010-09
534673,2010-11-23 14:28:00,157.46,2010-11
492680,2009-12-17 18:20:00,157.43,2009-12
526888,2010-10-13 14:28:00,157.41,2010-10
517055,2010-07-26 12:57:00,157.40,2010-07
525052,2010-10-03 13:45:00,157.40,2010-10
522259,2010-09-13 12:31:00,157.38,2010-09
508213,2010-05-13 14:47:00,157.35,2010-05
529339,2010-10-27 16:23:00,157.33,2010-10
532324,2010-11-11 15:21:00,157.32,2010-11
505518,2010-04-22 15:36:00,157.30,2010-04
517725,2010-08-01 13:09:00,157.30,2010-08
526654,2010-10-12 14:14:00,157.29,2010-10
515470,2010-07-12 16:09:00,157.27,2010-07
497366,2010-02-09 09:53:00,157.20,2010-02
522891,2010-09-17 12:09:00,157.20,2010-09
507007,2010-05-05 14:23:00,157.19,2010-05
505863,2010-04-26 13:24:00,157.18,2010-04
514479,2010-07-02 13:36:00,157.17,2010-07
492543,2009-12-17 13:41:00,157.15,2009-12
529831,2010-10-31 12:18:00,157.15,2010-10
505578,2010-04-23 12:12:00,157.14,2010-04
515604,2010-07-13 14:44:00,157.14,2010-07
512277,2010-06-14 13:42:00,157.10,2010-06
495889,2010-01-27 12:19:00,157.08,2010-01
512664,2010-06-17 11:32:00,157.07,2010-06
523773,2010-09-24 11:11:00,156.97,2010-09
500260,2010-03-05 13:57:00,156.90,2010-03
502252,2010-03-23 14:29:00,156.90,2010-03
503195,2010-03-30 15:25:00,156.87,2010-03
506347,2010-04-29 11:56:00,156.87,2010-04
519712,2010-08-19 15:28:00,156.86,2010-08
507266,2010-05-07 12:24:00,156.85,2010-05
523762,2010-09-24 09:42:00,156.80,2010-09
517403,2010-07-29 10:46:00,156.75,2010-07
533038,2010-11-15 16:13:00,156.75,2010-11
502836,2010-03-28 12:44:00,156.74,2010-03
537199,2010-12-05 14:06:00,156.74,2010-12
489571,2009-12-01 13:29:00,156.71,2009-12
506716,2010-05-02 16:02:00,156.65,2010-05
497358,2010-02-08 17:25:00,156.62,2010-02
499656,2010-03-01 14:48:00,156.60,2010-03
502259,2010-03-23 15:11:00,156.60,2010-03
508999,2010-05-19 13:16:00,156.59,2010-05
536072,2010-11-30 10:56:00,156.59,2010-11
515327,2010-07-11 12:59:00,156.53,2010-07
534215,2010-11-21 16:04:00,156.53,2010-11
501557,2010-03-17 16:33:00,156.52,2010-03
490673,2009-12-07 13:00:00,156.50,2009-12
514092,2010-06-30 12:06:00,156.50,2010-06
521374,2010-09-05 11:57:00,156.50,2010-09
